Ensembl_ID,Gene_symbol,Log_FoldChange,logCPM,PValue,FDR_adjusted_P.value,Power,BCOV
ENSG00000179954,SSC5D,0.074,5.698,0.95070777,0.999772248,0.06,0.825
ENSG00000164331,ANKRA2,0.078,3.263,0.950751637,0.999779349,0.059,0.843
ENSG00000228741,SPATA13,0.21,0.709,0.950948283,0.999914173,0.078,1.573
ENSG00000046647,GEMIN8,0.042,3.106,0.950993352,0.999914173,0.045,0.644
ENSG00000160948,VPS28,0,4.675,0.950981864,0.999914173,0.025,0.562
ENSG00000040933,INPP4A,0.031,6.387,0.951028325,0.999914173,0.047,0.484
ENSG00000186479,RGS7BP,0.144,2.16,0.951096058,0.999946359,0.072,1.226
ENSG00000277924,KIR2DL3,0.001,-1.747,1,1,0.025,2.066
ENSG00000275786,KIR3DL1,0.001,-1.747,1,1,0.025,1.994
ENSG00000278327,KIR2DL3,0.004,-1.747,1,1,0.025,2.044
ENSG00000274830,KIR2DL3,0.007,-1.746,1,1,0.026,1.88
ENSG00000274410,KIR2DL3,0.007,-1.746,1,1,0.026,1.88
ENSG00000277554,KIR2DL3,0.007,-1.746,1,1,0.026,1.88
ENSG00000276218,KIR2DL3,0.086,-1.742,1,1,0.036,1.687
ENSG00000276459,KIR2DL3,0.148,-1.737,1,1,0.044,1.854
ENSG00000276676,KIR2DS5,0.319,-1.726,1,1,0.073,2.188
ENSG00000273794,KIR2DL1,0.372,-1.722,1,1,0.089,2.094
ENSG00000278495,KIR2DL1,0.372,-1.722,1,1,0.089,2.094
ENSG00000224157,HCG14,0.686,-1.696,1,1,0.198,2.156
ENSG00000227559,HCG14,0.686,-1.696,1,1,0.198,2.156
ENSG00000234411,HCG14,0.686,-1.696,1,1,0.198,2.156
ENSG00000277833,KIR2DL1,0.937,-1.672,1,1,0.258,2.714
ENSG00000229432,C6orf15,0.771,-1.684,1,1,0.316,1.544
ENSG00000278821,KIR2DL1,0.835,-1.683,1,1,0.283,2.072
ENSG00000263864,SNORD48,0.85,-1.681,1,1,0.381,1.493
ENSG00000264086,SNORD48,0.85,-1.681,1,1,0.381,1.493
ENSG00000264202,SNORD48,0.85,-1.681,1,1,0.381,1.493
ENSG00000265732,SNORD48,0.85,-1.681,1,1,0.381,1.493
ENSG00000274036,KIR3DL1,1.126,-1.649,0.991384003,1,0.39,2.476
ENSG00000277175,KIR3DL1,0.952,-1.671,1,1,0.307,2.377
ENSG00000243441,OR5V1,0.416,-1.68,1,1,0.125,1.507
ENSG00000275623,KIR2DL3,0.95,-1.672,1,1,0.298,2.435
ENSG00000226600,CT47A9,0.825,-1.666,1,1,0.283,2.034
ENSG00000224089,CT47A10,0.825,-1.666,1,1,0.283,2.034
ENSG00000236126,CT47A3,0.825,-1.666,1,1,0.283,2.035
ENSG00000230594,CT47A4,0.825,-1.666,1,1,0.283,2.034
ENSG00000230347,CT47A8,0.825,-1.666,1,1,0.283,2.034
ENSG00000242362,CT47A2,0.825,-1.666,1,1,0.283,2.035
ENSG00000237957,CT47A5,0.825,-1.666,1,1,0.283,2.035
ENSG00000207927,MIR302A,0.959,-1.676,1,1,0.463,1.501
ENSG00000275798,BTNL2,0.252,-1.66,1,1,0.066,1.769
ENSG00000187191,DAZ3,1.057,-1.646,0.960711244,1,0.335,2.583
ENSG00000221261,MIR1208,1.13,-1.653,0.981577646,1,0.496,1.949
ENSG00000207725,MIR222,1.113,-1.656,0.952830164,1,0.545,1.676
ENSG00000264105,MIR3688-1,1.114,-1.657,0.98162007,1,0.484,1.95
ENSG00000283203,MIR1246,0.243,-1.64,1,1,0.065,1.753
ENSG00000241822,LY6G6F,-0.032,-1.644,1,1,0.029,1.327
ENSG00000243804,LY6G6F,-0.032,-1.644,1,1,0.029,1.327
ENSG00000266276,MIR4743,-0.485,-1.66,0.968893513,1,0.136,1.832
ENSG00000282900,MIR4743,-0.485,-1.66,0.968889886,1,0.136,1.832
ENSG00000176679,TGIF2LY,0.283,-1.637,1,1,0.067,2.184
ENSG00000207769,MIR586,0.139,-1.658,1,1,0.045,1.615
ENSG00000276625,KIR2DL1,0.039,-1.641,1,1,0.029,2.299
ENSG00000263141,PAXBP1,0.207,-1.609,1,1,0.05,2.42
ENSG00000177257,DEFB4B,-0.178,-1.624,1,1,0.047,2.275
ENSG00000201482,SNORD115-17,0.534,-1.587,1,1,0.162,1.785
ENSG00000199968,SNORD115-19,0.534,-1.587,1,1,0.162,1.785
ENSG00000200163,SNORD115-18,0.534,-1.587,1,1,0.162,1.785
ENSG00000221710,MIR1298,0.483,-1.587,1,1,0.108,2.5
ENSG00000235302,LY6G6D,0.353,-1.602,1,1,0.108,1.382
ENSG00000276051,HLA-G,0.439,-1.609,1,1,0.137,1.506
ENSG00000224507,HCG23,0.973,-1.597,1,1,0.424,1.797
ENSG00000230602,HCG23,0.973,-1.597,1,1,0.424,1.797
ENSG00000229903,HCG23,0.973,-1.597,1,1,0.424,1.797
ENSG00000275838,KIR3DL2,0.823,-1.551,1,1,0.216,2.687
ENSG00000240008,LY6G6F,0.528,-1.563,1,1,0.189,1.417
ENSG00000209645,SNORD105,0.439,-1.564,1,1,0.11,2.12
ENSG00000239741,LY6G6F,0.53,-1.563,1,1,0.19,1.415
ENSG00000243003,LY6G6F,0.53,-1.563,1,1,0.19,1.415
ENSG00000204424,LY6G6F,0.53,-1.563,1,1,0.19,1.415
ENSG00000240957,LY6G6F,0.53,-1.563,1,1,0.19,1.415
ENSG00000263744,MIR3664,0.747,-1.551,1,1,0.211,2.389
ENSG00000275726,MIR6088,0.707,-1.566,1,1,0.176,2.601
ENSG00000266072,MIR5693,0.766,-1.519,1,1,0.199,2.63
ENSG00000224075,TTTY22,0.825,-1.54,1,1,0.234,2.517
ENSG00000280236,OR12D2,0.576,-1.558,1,1,0.185,1.769
ENSG00000283416,MIR1910,0.357,-1.494,1,1,0.071,2.82
ENSG00000234124,CSN1S2AP,0.571,-1.555,1,1,0.203,1.53
ENSG00000283090,CSN1S2AP,0.571,-1.555,1,1,0.203,1.53
ENSG00000221214,MIR548E,0.416,-1.538,1,1,0.102,2.154
ENSG00000274705,MIR486-1,0.319,-1.567,1,1,0.074,2.237
ENSG00000274621,MIR6867,0.402,-1.547,1,1,0.092,2.333
ENSG00000229681,MDC1-AS1,-0.052,-1.542,0.997848397,1,0.031,1.735
ENSG00000233883,MDC1-AS1,-0.052,-1.542,0.99782549,1,0.031,1.735
ENSG00000224508,MDC1-AS1,-0.052,-1.542,0.997810057,1,0.031,1.735
ENSG00000224328,MDC1-AS1,-0.051,-1.542,0.9977889,1,0.031,1.735
ENSG00000231860,MDC1-AS1,-0.052,-1.542,0.997791243,1,0.031,1.735
ENSG00000236522,MDC1-AS1,-0.051,-1.542,0.997774076,1,0.031,1.735
ENSG00000236766,MDC1-AS1,-0.051,-1.542,0.997765262,1,0.031,1.736
ENSG00000279000,OR10A6,0.267,-1.516,1,1,0.075,1.595
ENSG00000276451,OR10A6,0.267,-1.516,1,1,0.075,1.596
ENSG00000280899,OR10A6,0.267,-1.516,1,1,0.075,1.596
ENSG00000177023,DEFB104B,1.051,-1.549,1,1,0.468,1.878
ENSG00000176782,DEFB104A,1.052,-1.549,1,1,0.469,1.878
ENSG00000277006,DEFB104B,1.052,-1.549,1,1,0.469,1.878
ENSG00000275451,MIR6085,0.898,-1.531,1,1,0.269,2.513
ENSG00000263964,MIR4509-3,0.431,-1.537,1,1,0.123,1.758
ENSG00000266039,MIR4509-2,0.431,-1.537,1,1,0.123,1.758
ENSG00000276941,MIR4509-1,0.431,-1.537,1,1,0.123,1.758
ENSG00000263091,KRTAP2-4,1.168,-1.541,1,1,0.5,2.104
ENSG00000213417,KRTAP2-4,1.168,-1.541,1,1,0.5,2.104
ENSG00000204692,OR12D3,-0.071,-1.503,1,1,0.033,2.012
ENSG00000201969,SNORD115-20,1.048,-1.511,0.959622251,1,0.391,2.272
ENSG00000266719,MIR4676,0.923,-1.544,1,1,0.326,2.192
ENSG00000274084,LAIR2,0.447,-1.556,1,1,0.113,2.092
ENSG00000275652,MIR6796,-0.036,-1.506,1,1,0.028,2.687
ENSG00000273947,KIR2DL3,-0.218,-1.512,1,1,0.048,2.929
ENSG00000201326,SNORD115-22,0.839,-1.548,1,1,0.26,2.34
ENSG00000233717,RPS29P29,-0.121,-1.508,1,1,0.039,2.213
ENSG00000207696,MIR659,-0.106,-1.507,1,1,0.039,1.851
ENSG00000263793,MIR3115,0.525,-1.528,1,1,0.13,2.308
ENSG00000260944,FOXC2-AS1,0.231,-1.51,1,1,0.057,2.205
ENSG00000275770,MIR6505,1.061,-1.521,1,1,0.35,2.55
ENSG00000266174,MIR4666A,0.826,-1.509,1,1,0.241,2.468
ENSG00000264737,MIR4511,0.581,-1.442,1,1,0.161,2.166
ENSG00000199990,VTRNA1-1,0.459,-1.487,1,1,0.102,2.522
ENSG00000283572,MIR4251,-0.065,-1.415,1,1,0.032,2.222
ENSG00000225211,NCR3,0.317,-1.453,1,1,0.103,1.258
ENSG00000244395,RBMY1D,-0.174,-1.432,1,1,0.047,2.203
ENSG00000207653,MIR558,0.104,-1.463,1,1,0.037,2.25
ENSG00000275519,MIR6804,0.274,-1.457,1,1,0.059,2.636
ENSG00000223833,NCR3,0.383,-1.438,0.958153386,1,0.133,1.23
ENSG00000237808,NCR3,0.384,-1.438,0.958207402,1,0.133,1.23
ENSG00000137197,CDSN,1.056,-1.435,1,1,0.32,2.765
ENSG00000277804,PRTN3,0.613,-1.444,1,1,0.163,2.325
ENSG00000196415,PRTN3,0.613,-1.444,1,1,0.163,2.325
ENSG00000208033,MIR609,0.464,-1.477,1,1,0.11,2.333
ENSG00000169800,RBMY1F,0.776,-1.39,1,1,0.18,2.969
ENSG00000254516,LOC105376633,0.593,-1.398,1,1,0.15,2.428
ENSG00000264297,MIR4433B,0.577,-1.397,0.997287542,1,0.146,2.396
ENSG00000277892,MIR6746,0.314,-1.43,1,1,0.073,2.276
ENSG00000199104,MIR346,-0.029,-1.416,1,1,0.028,2.335
ENSG00000233262,LOC105376116,0.512,-1.307,0.985526462,1,0.125,2.414
ENSG00000224446,LINC01015,0.262,-1.364,1,1,0.062,2.351
ENSG00000230674,LINC01015,0.263,-1.364,1,1,0.062,2.352
ENSG00000169789,PRY,0.062,-1.406,1,1,0.031,2.631
ENSG00000278783,MIR6071,0.435,-1.325,1,1,0.087,2.876
ENSG00000242875,RBMY1B,0.288,-1.327,1,1,0.066,2.397
ENSG00000275967,MIR6880,0.327,-1.408,1,1,0.074,2.39
ENSG00000277317,KIR2DL3,0.335,-1.273,1,1,0.062,3.29
ENSG00000263641,MIR4777,0.322,-1.406,1,1,0.07,2.546
ENSG00000273502,KIR3DL3,0.621,-1.355,0.982676072,1,0.146,2.673
ENSG00000282245,LOC401442,0.353,-1.369,1,1,0.091,1.993
ENSG00000282375,LOC401442,0.353,-1.369,1,1,0.091,1.993
ENSG00000221065,MIR1233-2,-0.035,-1.327,1,1,0.029,2.197
ENSG00000221649,MIR1233-1,-0.035,-1.327,1,1,0.029,2.197
ENSG00000256750,LINC02423,0.287,-1.363,1,1,0.067,2.351
ENSG00000206338,CYP21A2,-0.156,-1.411,1,1,0.045,2.149
ENSG00000265370,MIR4682,0.806,-1.391,1,1,0.218,2.641
ENSG00000238114,LTB,-0.046,-1.269,1,1,0.031,1.589
ENSG00000236925,LTB,-0.045,-1.269,1,1,0.031,1.59
ENSG00000236237,LTB,-0.046,-1.269,1,1,0.031,1.59
ENSG00000223448,LTB,-0.046,-1.269,1,1,0.031,1.59
ENSG00000206437,LTB,-0.046,-1.269,1,1,0.031,1.59
ENSG00000204487,LTB,-0.045,-1.268,1,1,0.031,1.59
ENSG00000231314,LTB,-0.044,-1.268,1,1,0.031,1.59
ENSG00000233857,LINC01015,0.413,-1.304,1,1,0.094,2.46
ENSG00000226941,RBMY1J,0.26,-1.307,1,1,0.056,2.805
ENSG00000264931,MIR3138,0.295,-1.34,1,1,0.076,1.978
ENSG00000264493,MIR4298,0.318,-1.297,1,1,0.072,2.457
ENSG00000250968,LINC02382,0.547,-1.221,1,1,0.125,2.657
ENSG00000275444,DEFB4B,0.44,-1.132,1,1,0.086,3.013
ENSG00000274805,MIR6768,0.415,-1.26,0.97677019,1,0.094,2.499
ENSG00000180386,KRTAP9-7,0.441,-1.253,1,1,0.127,1.896
ENSG00000262221,KRTAP9-7,0.441,-1.253,1,1,0.127,1.896
ENSG00000274258,MIR6728,0.387,-1.305,1,1,0.096,2.178
ENSG00000205718,MBD3L4,0.163,-1.269,1,1,0.045,2.379
ENSG00000172680,MOS,0.581,-1.254,0.968358902,1,0.151,2.384
ENSG00000215930,MIR942,0.366,-1.286,1,1,0.09,2.186
ENSG00000221808,MIR1256,0.202,-1.245,1,1,0.053,2.171
ENSG00000175646,PRM1,0.405,-1.197,1,1,0.091,2.54
ENSG00000212051,MIR320C2,0.127,-1.276,1,1,0.043,1.793
ENSG00000256803,LOC102724020,0.662,-1.167,0.972549813,1,0.177,2.493
ENSG00000205106,DKFZp779M0652,0.155,-1.18,1,1,0.045,2.198
ENSG00000228607,CLDN25,0.629,-1.24,1,1,0.151,2.668
ENSG00000265301,MIR548AD,0.362,-1.189,0.972320917,1,0.093,2.082
ENSG00000169605,GKN1,0.677,-1.167,0.986978097,1,0.185,2.471
ENSG00000207444,SNORD56B,0.078,-1.289,1,1,0.034,2.229
ENSG00000276830,MIR6730,0.615,-1.238,0.982021862,1,0.147,2.653
ENSG00000163825,RTP3,0.51,-1.193,1,1,0.119,2.569
ENSG00000280725,LINC00251,0.444,-1.18,0.984469688,1,0.114,2.22
ENSG00000277390,APOL5,0.427,-1.188,0.987996081,1,0.116,2.03
ENSG00000164853,UNCX,0.356,-1.145,1,1,0.086,2.296
ENSG00000224544,PSORS1C2,0.109,-1.124,1,1,0.043,1.469
ENSG00000278108,MIR6757,0.264,-1.223,1,1,0.067,2.131
ENSG00000233151,CYP21A2,0.42,-1.226,1,1,0.104,2.249
ENSG00000249710,LOC101929353,0.219,-1.156,1,1,0.056,2.252
ENSG00000202314,SNORD6,0.425,-1.14,1,1,0.107,2.239
ENSG00000283139,PRAMEF9,0.489,-0.982,1,1,0.107,2.754
ENSG00000277846,SNORD30,0.107,-1.197,1,1,0.038,2.158
ENSG00000275917,CHRFAM7A,0.155,-1.145,1,1,0.044,2.324
ENSG00000232170,LINC00708,0.046,-1.089,1,1,0.029,2.63
ENSG00000189037,DUSP21,0.42,-1.07,1,1,0.095,2.562
ENSG00000169900,PYDC1,0.118,-1.103,1,1,0.038,2.451
ENSG00000250889,LINC01336,0.212,-1.073,1,1,0.057,2.113
ENSG00000206937,SNORA70B,0.064,-1.071,1,1,0.032,2.445
ENSG00000224805,LINC00853,0.392,-1.025,0.985549582,1,0.103,2.136
ENSG00000221325,MIR1200,0.032,-1.198,1,1,0.028,2.361
ENSG00000182652,OR4Q3,0.058,-1.062,1,1,0.031,2.371
ENSG00000276582,ABCB11,0.483,-0.984,0.951761307,1,0.124,2.329
ENSG00000234560,OR10G8,0.27,-1.029,1,1,0.062,2.503
ENSG00000132446,FTHL17,0.218,-1.046,1,1,0.052,2.615
ENSG00000200367,SNORD113-8,0.028,-1.065,1,1,0.028,2.139
ENSG00000169271,HSPB3,0.015,-1.071,1,1,0.026,2.42
ENSG00000265061,MIR4419B,0.585,-1.053,0.978853475,1,0.156,2.41
ENSG00000255494,LINC00681,0.227,-1.017,1,1,0.058,2.275
ENSG00000265164,MIR2681,0.118,-1.14,1,1,0.039,2.285
ENSG00000275667,MIR6839,0.24,-1.057,1,1,0.062,2.135
ENSG00000242180,OR51B5,0.402,-1.002,0.978379803,1,0.101,2.276
ENSG00000181786,ACTL9,0.257,-1.018,1,1,0.059,2.544
ENSG00000227244,LINC00845,0.733,-1.014,1,1,0.242,2.231
ENSG00000178130,FAM27E5,0.413,-1.029,1,1,0.095,2.521
ENSG00000223601,EBLN1,0.543,-1.012,1,1,0.154,2.211
ENSG00000259916,LOC100509620,0.009,-0.958,1,1,0.026,2.673
ENSG00000100146,SOX10,0.692,-0.952,0.980369666,1,0.151,3.086
ENSG00000232127,PSORS1C2,0.451,-1.001,0.955915613,1,0.136,1.92
ENSG00000256342,LINC02359,0.221,-1.017,1,1,0.053,2.553
ENSG00000162009,SSTR5,0.072,-1.034,1,1,0.033,2.276
ENSG00000232539,LINC00945,0.104,-0.901,1,1,0.036,2.491
ENSG00000276365,MIR145,0.327,-1.028,1,1,0.08,2.26
ENSG00000255323,LINC01495,0.612,-0.969,0.974646483,1,0.177,2.297
ENSG00000281839,LOC101927120,0.432,-0.932,1,1,0.104,2.43
ENSG00000230279,LTA,0.43,-0.924,0.979498089,1,0.161,1.466
ENSG00000270006,LOC101928659,-0.005,-0.939,1,1,0.026,1.593
ENSG00000226979,LTA,0.43,-0.923,0.979489102,1,0.162,1.466
ENSG00000231408,LTA,0.431,-0.923,0.979561808,1,0.162,1.466
ENSG00000101446,SPINT3,0.113,-1.045,1,1,0.04,2.009
ENSG00000214891,TRIM64C,0.392,-0.954,1,1,0.095,2.369
ENSG00000248871,TNFSF12-TNFSF13,0.287,-0.945,1,1,0.057,3.13
ENSG00000274932,MIR7150,0.098,-0.926,1,1,0.038,2.06
ENSG00000170276,HSPB2,0.074,-0.977,1,1,0.033,2.52
ENSG00000262315,OR8U8,0.346,-0.842,1,1,0.093,2.068
ENSG00000184321,OR51J1,0.386,-0.973,0.983862308,1,0.098,2.22
ENSG00000224133,HCG20,0.578,-0.963,0.999242765,1,0.15,2.476
ENSG00000228762,HCG20,0.578,-0.962,0.999269106,1,0.15,2.477
ENSG00000228022,HCG20,0.578,-0.962,0.99927534,1,0.15,2.477
ENSG00000251015,SLC25A30-AS1,0.001,-0.942,1,1,0.025,2.123
ENSG00000113520,IL4,0.253,-0.921,1,1,0.067,2.073
ENSG00000222020,LOC101928111,0.044,-0.889,1,1,0.03,1.914
ENSG00000146678,IGFBP1,0.402,-0.895,0.985415429,1,0.101,2.287
ENSG00000224923,HCG20,0.602,-0.949,0.987752655,1,0.159,2.488
ENSG00000223850,MYCNUT,0.438,-0.817,1,1,0.124,2.089
ENSG00000270757,HSPE1-MOB4,0.006,-0.843,1,1,0.026,2.845
ENSG00000234070,SPATA17-AS1,0.296,-0.93,0.961944609,1,0.084,1.862
ENSG00000259170,LOC104613533,0.502,-0.903,1,1,0.133,2.324
ENSG00000259446,LOC101928134,0.238,-0.953,1,1,0.063,2.071
ENSG00000118491,ZC2HC1B,0.01,-0.888,1,1,0.026,2.196
ENSG00000265879,MIR4748,0.193,-0.84,1,1,0.057,1.876
ENSG00000254508,FBXO3-AS1,0.477,-0.852,1,1,0.115,2.526
ENSG00000174156,GSTA3,0.318,-0.9,1,1,0.078,2.291
ENSG00000205863,C1QTNF9B,0.443,-0.845,0.991159232,1,0.122,2.154
ENSG00000204021,LIPK,0.135,-0.879,1,1,0.044,2.061
ENSG00000229937,PRPS1L1,0.542,-0.767,0.988944142,1,0.123,2.782
ENSG00000265996,MIR3671,0.208,-0.988,1,1,0.058,2.016
ENSG00000268095,ZNF649-AS1,0.053,-0.957,1,1,0.032,1.771
ENSG00000207067,SNORA72,0.295,-0.864,1,1,0.077,2.111
ENSG00000237114,CDSN,0.196,-0.846,1,1,0.049,2.559
ENSG00000264157,MIR3127,0.12,-0.81,1,1,0.041,2.124
ENSG00000172154,OR8I2,0.579,-0.826,1,1,0.168,2.282
ENSG00000237119,LINC01056,0.419,-0.9,1,1,0.103,2.372
ENSG00000234854,LINC00676,0.325,-0.897,1,1,0.09,1.943
ENSG00000104918,RETN,0.29,-0.708,1,1,0.067,2.535
ENSG00000268649,MIR296,0.292,-0.808,1,1,0.075,2.187
ENSG00000205858,LRRC72,0.226,-0.756,1,1,0.057,2.353
ENSG00000166329,CCDC182,0.349,-0.806,1,1,0.086,2.309
ENSG00000224122,POU6F2-AS1,0.002,-0.91,1,1,0.025,2.004
ENSG00000278711,LOC101927531,0.202,-0.806,1,1,0.054,2.265
ENSG00000275994,SNORA24,0.34,-0.796,1,1,0.086,2.234
ENSG00000229869,LOC101927762,0.199,-0.847,1,1,0.058,1.894
ENSG00000226402,TRIM31,0.152,-0.777,1,1,0.053,1.546
ENSG00000236036,LINC00445,0.647,-0.767,0.99487903,1,0.205,2.236
ENSG00000237879,LINC00398,-0.004,-0.69,1,1,0.025,2.266
ENSG00000160951,PTGER1,0.031,-0.757,1,1,0.029,1.914
ENSG00000224242,BTNL2,0.314,-0.774,0.953158065,1,0.083,2.103
ENSG00000283456,MTND1P37,0.154,-0.718,1,1,0.046,2.253
ENSG00000272968,RBAK-RBAKDN,0.079,-0.72,1,1,0.034,2.256
ENSG00000243897,EGFL8,0.235,-0.614,1,1,0.077,1.58
ENSG00000277681,MIR6739,0.296,-0.736,0.972003642,1,0.092,1.686
ENSG00000228567,VN1R4,0.145,-0.74,1,1,0.041,2.669
ENSG00000170367,CST5,0.296,-0.693,1,1,0.071,2.414
ENSG00000258602,LINC01629,0.3,-0.786,1,1,0.071,2.434
ENSG00000160994,CCDC105,0.621,-0.571,0.997088058,1,0.171,2.512
ENSG00000204019,CT83,0.047,-0.808,1,1,0.03,2.314
ENSG00000179428,LOC541472,0.062,-0.607,1,1,0.032,2.405
ENSG00000163098,BIRC8,0.494,-0.701,1,1,0.142,2.185
ENSG00000181803,OR6S1,0.353,-0.651,1,1,0.087,2.376
ENSG00000206507,LOC554223,0.299,-0.672,1,1,0.102,1.503
ENSG00000177673,TEX44,0.259,-0.719,1,1,0.065,2.286
ENSG00000231920,NEBL-AS1,0.557,-0.758,0.990650072,1,0.174,2.113
ENSG00000273742,MIR6075,0.258,-0.693,1,1,0.068,2.168
ENSG00000137397,TRIM31,0.376,-0.601,0.999036471,1,0.134,1.576
ENSG00000197849,OR8G1,0.417,-0.615,0.996102471,1,0.11,2.278
ENSG00000204300,TMEM225,0.086,-0.596,1,1,0.037,1.96
ENSG00000258713,C20orf141,0.455,-0.637,0.978165131,1,0.114,2.446
ENSG00000171102,OBP2B,0.046,-0.42,1,1,0.03,2.428
ENSG00000280584,OBP2B,0.046,-0.42,1,1,0.03,2.428
ENSG00000208025,MIR591,-0.005,-0.672,1,1,0.026,2.124
ENSG00000105550,FGF21,0.341,-0.646,0.972394922,1,0.1,1.921
ENSG00000271824,LOC389332,0.217,-0.61,1,1,0.064,1.88
ENSG00000241767,LINC01324,0.467,-0.62,1,1,0.142,2.039
ENSG00000187288,CIDEC,0.317,-0.558,1,1,0.086,2.096
ENSG00000261097,LINC00563,0.015,-0.621,1,1,0.027,2.151
ENSG00000232401,LINC00112,0.415,-0.635,1,1,0.105,2.355
ENSG00000182261,NLRP10,0.35,-0.603,1,1,0.121,1.589
ENSG00000276780,NLRP10,0.35,-0.603,1,1,0.121,1.589
ENSG00000281166,NLRP10,0.35,-0.603,1,1,0.121,1.589
ENSG00000101197,BIRC7,0.126,-0.555,1,1,0.042,2.181
ENSG00000225130,TRIM31,0.288,-0.604,1,1,0.098,1.536
ENSG00000264607,MIR3173,-0.036,-0.407,1,1,0.03,1.858
ENSG00000170369,CST2,0.389,-0.58,0.963426611,1,0.103,2.224
ENSG00000246541,LOC101929210,0.1,-0.521,1,1,0.042,1.575
ENSG00000100249,C22orf31,0.069,-0.516,1,1,0.034,2.078
ENSG00000221594,MIR548F1,0.007,-0.495,1,1,0.026,1.503
ENSG00000274566,GP6,-0.043,-0.611,1,1,0.034,0.658
ENSG00000274050,GP6,-0.043,-0.611,1,1,0.034,0.659
ENSG00000278316,GP6,-0.042,-0.611,1,1,0.034,0.658
ENSG00000275931,GP6,-0.042,-0.611,1,1,0.034,0.658
ENSG00000278670,GP6,-0.042,-0.611,1,1,0.034,0.659
ENSG00000275633,GP6,-0.042,-0.611,1,1,0.034,0.659
ENSG00000276211,GP6,-0.043,-0.611,1,1,0.034,0.659
ENSG00000276065,GP6,-0.043,-0.611,1,1,0.034,0.658
ENSG00000204449,TRIM49C,0.102,-0.464,1,1,0.037,2.301
ENSG00000064835,POU1F1,0.394,-0.475,0.983250663,1,0.119,1.973
ENSG00000257845,LINC02294,0.213,-0.575,1,1,0.059,2.099
ENSG00000205330,OR6C1,0.472,-0.565,0.97759755,1,0.125,2.346
ENSG00000251692,PTX4,0.273,-0.535,1,1,0.072,2.176
ENSG00000200534,SNORA33,0.239,-0.566,0.977697841,1,0.077,1.636
ENSG00000249481,SPATS1,0.34,-0.525,1,1,0.084,2.357
ENSG00000181001,OR52N1,0.347,-0.435,1,1,0.085,2.416
ENSG00000177535,OR2B11,0.244,-0.448,1,1,0.065,2.219
ENSG00000257520,SFTA3,0.242,-0.596,1,1,0.063,2.226
ENSG00000282049,PRSS2,0.158,-0.604,1,1,0.055,1.582
ENSG00000205177,C11orf91,0.406,-0.522,0.962418474,1,0.11,2.222
ENSG00000163286,ALPPL2,0.53,-0.438,0.962315477,1,0.141,2.462
ENSG00000205495,OR52J3,0.495,-0.419,0.957561694,1,0.134,2.376
ENSG00000187918,OR51I2,0.036,-0.537,1,1,0.029,2.205
ENSG00000231666,LINC01704,0.25,-0.34,1,1,0.069,2.117
ENSG00000223874,LINC01921,0.058,-0.533,1,1,0.032,2.093
ENSG00000273167,SPATA13,0.563,-0.41,0.958419292,1,0.149,2.539
ENSG00000206366,ZBTB12,-0.052,-0.422,1,1,0.033,1.645
ENSG00000205867,KRTAP5-2,0.263,-0.531,1,1,0.077,1.899
ENSG00000278489,KRTAP5-2,0.263,-0.531,1,1,0.077,1.899
ENSG00000281533,KRTAP5-2,0.263,-0.531,1,1,0.077,1.899
ENSG00000166634,SERPINB12,0.083,-0.452,1,1,0.035,2.353
ENSG00000255647,LOC731157,-0.004,-0.597,1,1,0.025,1.929
ENSG00000151475,SLC25A31,0.401,-0.446,1,1,0.129,1.87
ENSG00000095596,CYP26A1,0.244,-0.307,1,1,0.065,2.226
ENSG00000151005,TKTL2,0.33,-0.386,1,1,0.08,2.46
ENSG00000187566,NHLRC1,-0.031,-0.431,1,1,0.029,1.723
ENSG00000261737,LOC105378828,0.148,-0.441,1,1,0.053,1.586
ENSG00000223224,SNORD71,0.187,-0.444,1,1,0.057,1.922
ENSG00000175121,WFDC5,0.427,-0.345,0.960544316,1,0.115,2.287
ENSG00000231963,PABPC1L2B-AS1,0.22,-0.211,1,1,0.065,1.973
ENSG00000226725,PABPC1L2B-AS1,0.22,-0.211,1,1,0.065,1.973
ENSG00000183695,MRGPRX2,0.162,-0.299,1,1,0.049,2.182
ENSG00000137757,CASP5,0.275,-0.373,1,1,0.076,2.073
ENSG00000256643,CRAT8,0.213,-0.24,1,1,0.059,2.19
ENSG00000250844,USP17L18,0.473,-0.487,0.968941533,1,0.116,2.547
ENSG00000179934,CCR8,0.226,-0.39,1,1,0.068,1.88
ENSG00000173432,SAA1,0.052,-0.507,1,1,0.031,2.21
ENSG00000241359,SYNPR-AS1,0.253,-0.494,1,1,0.072,1.983
ENSG00000181358,CTAGE10P,0.232,-0.308,1,1,0.069,1.921
ENSG00000196119,OR8A1,0.283,-0.323,1,1,0.075,2.209
ENSG00000170920,OR7G3,0.281,-0.346,1,1,0.073,2.24
ENSG00000185177,ZNF479,0.495,-0.289,0.969380746,1,0.142,2.283
ENSG00000207989,MIR493,0.084,-0.269,1,1,0.035,2.276
ENSG00000170953,OR8B12,0.12,-0.244,1,1,0.041,2.174
ENSG00000147571,CRH,0.155,-0.309,1,1,0.047,2.243
ENSG00000227059,ANHX,0.372,-0.307,1,1,0.096,2.334
ENSG00000242599,CSAG4,0.55,-0.083,0.988416395,1,0.137,2.696
ENSG00000225988,LAMP5-AS1,0.262,-0.283,0.993818448,1,0.081,1.823
